499, 0, -14, -3, 165, -90, -12, -111, 127, 0, -12, 111, 165, 90, -14, 3, 508, 0, -68, -33, 142, -120, -68, -37, -152, 0, -68, 37, 142, 120, -68, 33
653, 0, -53, -40, 34, -3, 63, -14, 147, 0, 63, 14, 34, 3, -53, 40, 510, 0, -111, -11, -79, -113, -1, 107, 56, 0, -1, -107, -79, 113, -111, 11
559, 0, -87, 10, -31, 124, -21, 80, -97, 0, -21, -80, -31, -124, -87, -10, 453, 0, 105, 75, 17, -144, 127, -99, -23, 0, 127, 99, 17, 144, 105, -75
461, 0, -74, -32, -22, -15, -130, -212, 55, 0, -130, 212, -22, 15, -74, 32, 468, 0, 46, 30, 61, -3, 28, 138, 158, 0, 28, -138, 61, 3, 46, -30
505, 0, -173, 110, -6, -13, 11, -84, 87, 0, 11, 84, -6, 13, -173, -110, 577, 0, -13, -20, -73, 54, -111, 58, 17, 0, -111, -58, -73, -54, -13, 20
457, 0, -72, 105, -45, -24, 34, 101, -3, 0, 34, -101, -45, 24, -72, -105, 448, 0, -20, 124, 115, 77, -6, 92, -66, 0, -6, -92, 115, -77, -20, -124
517, 0, 12, 83, 123, 14, 16, 65, 125, 0, 16, -65, 123, -14, 12, -83, 395, 0, -25, -49, 85, 50, -81, -13, 79, 0, -81, 13, 85, -50, -25, 49
446, 0, -162, -86, -11, 21, 42, 60, 128, 0, 42, -60, -11, -21, -162, 86, 536, 0, -74, 33, -97, -61, 2, -33, 50, 0, 2, 33, -97, 61, -74, -33
554, 0, -117, -108, -50, -42, 1, -92, -78, 0, 1, 92, -50, 42, -117, 108, 549, 0, 203, 85, 58, -5, -57, -65, -21, 0, -57, 65, 58, 5, 203, -85
476, 0, 179, -117, -59, 3, -5, 15, 30, 0, -5, -15, -59, -3, 179, 117, 533, 0, -74, 114, 13, -194, -76, -82, -11, 0, -76, 82, 13, 194, -74, -114
590, 0, -17, 174, 53, -1, 133, -4, 64, 0, 133, 4, 53, 1, -17, -174, 424, 0, 21, -108, 42, -94, 71, 108, 124, 0, 71, -108, 42, 94, 21, 108
445, 0, -11, 1, -109, 180, 17, 29, -47, 0, 17, -29, -109, -180, -11, -1, 508, 0, 0, -36, -1, 93, 24, 98, 182, 0, 24, -98, -1, -93, 0, 36
345, 0, 150, -29, 69, 6, 92, -33, 25, 0, 92, 33, 69, -6, 150, 29, 366, 0, 30, -28, 102, -62, 72, -14, 90, 0, 72, 14, 102, 62, 30, 28
588, 0, 18, 158, -3, 73, 142, -52, -78, 0, 142, 52, -3, -73, 18, -158, 579, 0, 79, 6, 45, 46, 79, -106, -153, 0, 79, 106, 45, -46, 79, -6
535, 0, 182, -108, -22, -43, -10, 108, -75, 0, -10, -108, -22, 43, 182, 108, 566, 0, -24, 17, 23, 55, 22, 65, -8, 0, 22, -65, 23, -55, -24, -17
442, 0, 25, 21, 116, -96, 29, -37, 82, 0, 29, 37, 116, 96, 25, -21, 457, 0, 98, -22, 57, -62, 102, -108, -131, 0, 102, 108, 57, 62, 98, 22
439, 0, 39, -50, 87, -22, -43, -116, 123, 0, -43, 116, 87, 22, 39, 50, 361, 0, 35, 68, 88, -71, 81, -8, -33, 0, 81, 8, 88, 71, 35, -68
612, 0, 1, 67, -74, -2, 87, 59, 56, 0, 87, -59, -74, 2, 1, -67, 510, 0, 24, -29, -78, 84, 110, 57, 138, 0, 110, -57, -78, -84, 24, 29
416, 0, 12, -80, -109, 123, 36, 6, -62, 0, 36, -6, -109, -123, 12, 80, 558, 0, -7, 24, -82, -8, 113, 42, 146, 0, 113, -42, -82, 8, -7, -24
577, 0, 102, -29, 68, 51, 68, 97, -69, 0, 68, -97, 68, -51, 102, 29, 401, 0, -186, -50, 11, -2, -28, -62, 5, 0, -28, 62, 11, 2, -186, 50
502, 0, 61, 44, -36, 24, 147, 12, 34, 0, 147, -12, -36, -24, 61, -44, 547, 0, -9, -168, 122, 77, -5, -42, -3, 0, -5, 42, 122, -77, -9, 168
471, 0, -173, 47, -23, 58, -53, -77, 115, 0, -53, 77, -23, -58, -173, -47, 665, 0, -14, -78, 31, 68, -92, 42, -51, 0, -92, -42, 31, -68, -14, 78
502, 0, 94, 5, -64, -46, 102, -35, 242, 0, 102, 35, -64, 46, 94, -5, 521, 0, -53, 34, 135, 92, 5, -64, -23, 0, 5, 64, 135, -92, -53, -34
537, 0, -8, 82, 40, -31, 30, -100, 179, 0, 30, 100, 40, 31, -8, -82, 465, 0, -38, 21, -93, -54, 168, 61, 133, 0, 168, -61, -93, 54, -38, -21
363, 0, 29, 29, -1, 88, 107, -37, -73, 0, 107, 37, -1, -88, 29, -29, 496, 0, -3, -130, 123, 47, -63, -66, -42, 0, -63, 66, 123, -47, -3, 130
481, 0, -65, 97, -59, -26, 7, 85, 97, 0, 7, -85, -59, 26, -65, -97, 552, 0, -42, -122, 34, -20, -34, -46, -116, 0, -34, 46, 34, 20, -42, 122
530, 0, -60, -25, -100, 40, -70, -87, 122, 0, -70, 87, -100, -40, -60, 25, 487, 0, -118, 43, -49, -154, 6, 69, 115, 0, 6, -69, -49, 154, -118, -43
341, 0, 56, 83, -69, -90, 6, -121, -15, 0, 6, 121, -69, 90, 56, -83, 401, 0, -71, -27, -114, -15, 105, -41, -33, 0, 105, 41, -114, 15, -71, 27
667, 0, -89, -52, -54, 37, 95, 78, -51, 0, 95, -78, -54, -37, -89, 52, 417, 0, -72, 32, 85, -50, -62, 156, 17, 0, -62, -156, 85, 50, -72, -32
601, 0, -72, -55, 52, -71, 16, -55, -185, 0, 16, 55, 52, 71, -72, 55, 656, 0, -7, -44, 24, -94, 79, -148, 16, 0, 79, 148, 24, 94, -7, 44
513, 0, -8, 60, 107, 64, -40, 2, 33, 0, -40, -2, 107, -64, -8, -60, 550, 0, -94, 31, -80, 18, -94, 35, -6, 0, -94, -35, -80, -18, -94, -31
640, 0, 45, 25, 146, 20, -41, -143, 36, 0, -41, 143, 146, -20, 45, -25, 388, 0, -31, 23, 76, 108, -151, 9, -88, 0, -151, -9, 76, -108, -31, -23
508, 0, 35, 155, -100, 34, -31, -57, -180, 0, -31, 57, -100, -34, 35, -155, 525, 0, 81, -96, 76, 87, 41, 2, -145, 0, 41, -2, 76, -87, 81, 96
490, 0, -18, -86, 92, 56, 66, -102, 158, 0, 66, 102, 92, -56, -18, 86, 567, 0, 13, -109, -2, 23, 33, 37, -231, 0, 33, -37, -2, -23, 13, 109
375, 0, 29, 49, 17, -56, 101, 21, 211, 0, 101, -21, 17, 56, 29, -49, 400, 0, 164, 34, 98, -30, 20, 42, -116, 0, 20, -42, 98, 30, 164, -34
449, 0, -37, 3, 67, -52, -127, -19, -255, 0, -127, 19, 67, 52, -37, -3, 548, 0, 42, 20, 72, -50, -2, -56, 36, 0, -2, 56, 72, 50, 42, -20
499, 0, 74, -39, 49, -84, -50, 83, -125, 0, -50, -83, 49, 84, 74, 39, 329, 0, 55, 31, -17, 58, -103, -7, -71, 0, -103, 7, -17, -58, 55, -31
542, 0, -14, 37, 27, -63, -82, -69, -204, 0, -82, 69, 27, 63, -14, -37, 534, 0, -28, -25, 5, 93, -40, -55, 208, 0, -40, 55, 5, -93, -28, 25
505, 0, -48, -88, -125, -158, -24, 26, -87, 0, -24, -26, -125, 158, -48, 88, 353, 0, 7, -8, 43, 82, -7, -14, -111, 0, -7, 14, 43, -82, 7, 8
499, 0, 15, -122, -166, -5, 67, -88, 53, 0, 67, 88, -166, 5, 15, 122, 599, 0, -61, 57, 80, -55, 49, -15, 201, 0, 49, 15, 80, 55, -61, -57
521, 0, -32, -103, 34, -59, -52, -87, 35, 0, -52, 87, 34, 59, -32, 103, 434, 0, 112, 52, -109, 41, -52, -90, -48, 0, -52, 90, -109, -41, 112, -52
516, 0, 136, -37, -120, -10, -60, 51, -124, 0, -60, -51, -120, 10, 136, 37, 360, 0, -3, -32, -127, -19, -71, 120, 90, 0, -71, -120, -127, 19, -3, 32
383, 0, -32, -26, -47, 152, 0, -12, -185, 0, 0, 12, -47, -152, -32, 26, 512, 0, -8, -29, -44, 102, 92, -53, 64, 0, 92, 53, -44, -102, -8, 29
455, 0, 75, -94, 82, -25, -61, -12, 121, 0, -61, 12, 82, 25, 75, 94, 405, 0, 69, 46, -96, -83, -113, -106, 67, 0, -113, 106, -96, 83, 69, -46
519, 0, 15, -27, -36, -83, -9, -197, 61, 0, -9, 197, -36, 83, 15, 27, 544, 0, -7, -152, -38, 16, 65, -50, 160, 0, 65, 50, -38, -16, -7, 152
597, 0, -34, 87, -12, 87, -210, -121, -45, 0, -210, 121, -12, -87, -34, -87, 445, 0, 84, 97, -19, 20, 12, 159, -63, 0, 12, -159, -19, -20, 84, -97
648, 0, -60, -92, 40, -138, 16, 76, 0, 0, 16, -76, 40, 138, -60, 92, 669, 0, 6, 2, 53, 28, 42, 8, -223, 0, 42, -8, 53, -28, 6, -2
609, 0, -57, -14, 51, 90, 9, 196, 1, 0, 9, -196, 51, -90, -57, 14, 369, 0, -71, 18, 89, -10, 39, 52, -27, 0, 39, -52, 89, 10, -71, -18
276, 0, -51, -122, 37, -57, -139, 2, 62, 0, -139, -2, 37, 57, -51, 122, 505, 0, -50, -210, 46, 31, 52, -36, 47, 0, 52, 36, 46, -31, -50, 210
403, 0, -128, 148, -22, -87, -60, 48, 41, 0, -60, -48, -22, 87, -128, -148, 417, 0, -68, 170, -5, 12, -68, 112, -119, 0, -68, -112, -5, -12, -68, -170
457, 0, -77, 35, -49, 102, 1, -87, 73, 0, 1, 87, -49, -102, -77, -35, 578, 0, -28, -115, 46, -14, 92, 77, 10, 0, 92, -77, 46, 14, -28, 115
513, 0, 30, -11, -140, 187, -56, 7, 3, 0, -56, -7, -140, -187, 30, 11, 590, 0, 24, 67, 14, -80, 24, 119, 54, 0, 24, -119, 14, 80, 24, -67
461, 0, 23, -87, 35, 48, -203, 59, -3, 0, -203, -59, 35, -48, 23, 87, 467, 0, 84, 108, 70, 75, 36, 80, 9, 0, 36, -80, 70, -75, 84, -108
668, 0, -19, -45, 47, 5, 9, -125, -54, 0, 9, 125, 47, -5, -19, 45, 571, 0, -39, 91, -9, 102, 79, -19, 31, 0, 79, 19, -9, -102, -39, -91
444, 0, 39, -86, -90, -54, -39, -38, 48, 0, -39, 38, -90, 54, 39, 86, 505, 0, -205, -102, 39, -22, 59, 70, 37, 0, 59, -70, 39, 22, -205, 102
665, 0, 44, 115, 1, -4, -110, -1, 49, 0, -110, 1, 1, 4, 44, -115, 519, 0, -54, 62, 52, 21, 8, 20, -139, 0, 8, -20, 52, -21, -54, -62
763, 0, -29, -59, 81, -78, 15, 49, 39, 0, 15, -49, 81, 78, -29, 59, 543, 0, 57, 71, 31, 64, 13, -93, 207, 0, 13, 93, 31, -64, 57, -71
356, 0, -50, -32, 67, 85, -18, -14, -66, 0, -18, 14, 67, -85, -50, 32, 620, 0, -1, 1, 97, 25, 31, 121, -26, 0, 31, -121, 97, -25, -1, -1
591, 0, 86, -32, 34, -11, 54, 104, -19, 0, 54, -104, 34, 11, 86, 32, 378, 0, -12, 56, -106, 6, -30, -54, 110, 0, -30, 54, -106, -6, -12, -56
630, 0, 32, -66, 74, -100, -66, 132, 66, 0, -66, -132, 74, 100, 32, 66, 493, 0, 134, -42, 45, -6, 64, 10, -123, 0, 64, -10, 45, 6, 134, 42
291, 0, 28, 19, 6, 67, -72, -57, -47, 0, -72, 57, 6, -67, 28, -19, 565, 0, 35, -43, -125, 112, -95, -29, 53, 0, -95, 29, -125, -112, 35, 43
624, 0, 4, 31, -34, -44, 186, 21, 72, 0, 186, -21, -34, 44, 4, -31, 499, 0, -52, -235, -34, -7, -80, -51, 49, 0, -80, 51, -34, 7, -52, 235
516, 0, 32, -44, -37, 39, -152, -110, -50, 0, -152, 110, -37, -39, 32, 44, 305, 0, -102, 41, -13, -58, 52, 141, -83, 0, 52, -141, -13, 58, -102, -41
599, 0, -53, -92, 51, 42, 17, 6, -13, 0, 17, -6, 51, -42, -53, 92, 773, 0, -28, -16, 69, 78, 42, 88, 5, 0, 42, -88, 69, -78, -28, 16
534, 0, 15, -104, -17, 145, 91, 112, -16, 0, 91, -112, -17, -145, 15, 104, 523, 0, 33, -10, 128, -115, -33, -90, 125, 0, -33, 90, 128, 115, 33, 10
417, 0, 14, -28, -17, 10, 188, -4, 117, 0, 188, 4, -17, -10, 14, 28, 637, 0, 9, 67, 65, 58, -57, 73, 65, 0, -57, -73, 65, -58, 9, -67
381, 0, -113, -21, -7, 18, -27, 57, -55, 0, -27, -57, -7, -18, -113, 21, 625, 0, 68, -23, -52, -85, -94, 55, 123, 0, -94, -55, -52, 85, 68, 23
275, 0, 89, -58, 155, -50, 23, -48, 119, 0, 23, 48, 155, 50, 89, 58, 418, 0, 69, -69, 52, -82, 87, 55, -66, 0, 87, -55, 52, 82, 69, 69
317, 0, 3, -28, 23, 116, 5, 14, -171, 0, 5, -14, 23, -116, 3, 28, 572, 0, 113, -39, -9, -121, 87, 115, -130, 0, 87, -115, -9, 121, 113, 39
433, 0, -192, 59, -88, -43, -2, 13, 139, 0, -2, -13, -88, 43, -192, -59, 611, 0, -1, 92, 3, -14, 49, -30, -49, 0, 49, 30, 3, 14, -1, -92
565, 0, -27, -24, 70, -35, 73, -18, -269, 0, 73, 18, 70, 35, -27, 24, 410, 0, -103, -110, -85, -75, 73, 50, -180, 0, 73, -50, -85, 75, -103, 110
308, 0, 4, 109, -35, -73, 92, -33, 10, 0, 92, 33, -35, 73, 4, -109, 508, 0, 59, 2, 20, 72, 29, -146, 44, 0, 29, 146, 20, -72, 59, -2
524, 0, 85, -88, -30, -8, -129, 96, 56, 0, -129, -96, -30, 8, 85, 88, 451, 0, 14, -45, 9, 16, 138, -79, 19, 0, 138, 79, 9, -16, 14, 45
357, 0, 4, 18, -24, 93, 4, 14, 19, 0, 4, -14, -24, -93, 4, -18, 553, 0, -5, 16, 71, 22, 39, -44, -139, 0, 39, 44, 71, -22, -5, -16
532, 0, 71, 38, 31, 23, -91, 44, -2, 0, -91, -44, 31, -23, 71, -38, 673, 0, -4, -176, 46, 103, -64, 52, -45, 0, -64, -52, 46, -103, -4, 176
412, 0, 61, -50, 72, -86, 79, 46, 100, 0, 79, -46, 72, 86, 61, 50, 592, 0, -13, 19, 112, 120, 49, 47, -128, 0, 49, -47, 112, -120, -13, -19
451, 0, 63, 6, -115, -42, -117, 106, -81, 0, -117, -106, -115, 42, 63, -6, 514, 0, 79, 154, 40, 26, -161, -48, 58, 0, -161, 48, 40, -26, 79, -154
422, 0, 159, 17, -44, 28, 27, 31, 214, 0, 27, -31, -44, -28, 159, -17, 564, 0, -18, -72, 91, -3, -72, 120, 82, 0, -72, -120, 91, 3, -18, 72
401, 0, -164, -42, 2, -61, -36, 138, 67, 0, -36, -138, 2, 61, -164, 42, 703, 0, -41, 3, -7, -60, -45, -45, -93, 0, -45, 45, -7, 60, -41, -3
427, 0, -31, -149, -84, -9, 21, 33, -63, 0, 21, -33, -84, 9, -31, 149, 533, 0, 94, 152, 59, 50, 126, 2, -107, 0, 126, -2, 59, -50, 94, -152
628, 0, -87, -49, 43, -5, 27, -71, 174, 0, 27, 71, 43, 5, -87, 49, 500, 0, -2, 43, 12, 88, -10, 55, -12, 0, -10, -55, 12, -88, -2, -43
421, 0, 63, -23, 64, -33, 59, -17, -25, 0, 59, 17, 64, 33, 63, 23, 486, 0, -60, 0, 54, -164, -150, -14, -22, 0, -150, 14, 54, 164, -60, 0
458, 0, 100, -9, -128, -44, -116, -53, -66, 0, -116, 53, -128, 44, 100, 9, 409, 0, -31, 6, -73, -52, 53, 70, 277, 0, 53, -70, -73, 52, -31, -6
460, 0, -5, -45, -54, 4, -89, 41, -164, 0, -89, -41, -54, -4, -5, 45, 508, 0, -139, 12, 82, 12, -33, 36, -264, 0, -33, -36, 82, -12, -139, -12
571, 0, -109, -69, 49, 126, -37, 131, 15, 0, -37, -131, 49, -126, -109, 69, 579, 0, -33, -10, -72, -69, 53, -138, -163, 0, 53, 138, -72, 69, -33, 10
505, 0, -3, 17, -187, -64, 7, 131, -123, 0, 7, -131, -187, 64, -3, -17, 310, 0, -159, 1, -4, -54, 67, 49, -78, 0, 67, -49, -4, 54, -159, -1
309, 0, 8, -54, 67, 44, 72, 52, 125, 0, 72, -52, 67, -44, 8, 54, 585, 0, -85, 127, -92, 131, -5, -51, -157, 0, -5, 51, -92, -131, -85, -127
424, 0, -42, -11, -25, 65, -24, 49, 110, 0, -24, -49, -25, -65, -42, 11, 679, 0, -49, 60, -7, -70, -131, 30, -153, 0, -131, -30, -7, 70, -49, -60
585, 0, 62, -10, 105, 48, 14, 76, -115, 0, 14, -76, 105, -48, 62, 10, 624, 0, 63, -23, -138, -10, 45, 65, -108, 0, 45, -65, -138, 10, 63, 23
451, 0, 75, -7, 41, -86, 93, 107, 67, 0, 93, -107, 41, 86, 75, 7, 469, 0, 119, -92, -13, 60, -5, 116, 17, 0, -5, -116, -13, -60, 119, 92
556, 0, -30, 40, -103, 35, 12, 0, -186, 0, 12, 0, -103, -35, -30, -40, 536, 0, 124, -57, 124, -20, -76, -1, 0, 0, -76, 1, 124, 20, 124, 57
440, 0, -58, -100, 56, 180, -62, 4, -72, 0, -62, -4, 56, -180, -58, 100, 331, 0, 94, -78, 97, -106, 42, 28, 83, 0, 42, -28, 97, 106, 94, 78
532, 0, -9, 6, -137, -117, -49, -74, -70, 0, -49, 74, -137, 117, -9, -6, 490, 0, 50, 52, -34, -6, -32, -178, -42, 0, -32, 178, -34, 6, 50, -52
705, 0, 1, 46, -9, 90, 83, -24, -15, 0, 83, 24, -9, -90, 1, -46, 596, 0, 86, -24, 19, 13, 30, 118, 94, 0, 30, -118, 19, -13, 86, 24
550, 0, 58, -134, 92, -6, -138, 62, 98, 0, -138, -62, 92, 6, 58, 134, 392, 0, 143, -76, 15, 9, 57, 42, 194, 0, 57, -42, 15, -9, 143, 76
623, 0, -27, 11, -11, -138, 117, 3, 115, 0, 117, -3, -11, 138, -27, -11, 436, 0, 19, -100, 35, -105, -77, -24, -30, 0, -77, 24, 35, 105, 19, 100
492, 0, -31, -87, -44, -70, 35, -135, -108, 0, 35, 135, -44, 70, -31, 87, 561, 0, 22, -58, 80, -3, -64, 164, 107, 0, -64, -164, 80, 3, 22, 58
515, 0, -160, -6, -19, -34, 42, 118, 23, 0, 42, -118, -19, 34, -160, 6, 570, 0, -103, 24, -133, -15, 99, -78, -24, 0, 99, 78, -133, 15, -103, -24
569, 0, 52, -42, -114, 101, 158, 0, 87, 0, 158, 0, -114, -101, 52, 42, 638, 0, -106, -61, 45, 93, 36, 103, -52, 0, 36, -103, 45, -93, -106, 61
478, 0, 77, 126, -56, 32, 79, 138, -30, 0, 79, -138, -56, -32, 77, -126, 523, 0, -125, -13, -60, -47, 45, -1, 93, 0, 45, 1, -60, 47, -125, 13
542, 0, 89, 69, 92, -102, -65, -71, 114, 0, -65, 71, 92, 102, 89, -69, 509, 0, -154, -19, -8, -15, -44, -129, -81, 0, -44, 129, -8, 15, -154, 19
501, 0, 55, -14, 134, 15, 41, -122, 7, 0, 41, 122, 134, -15, 55, 14, 428, 0, -30, 73, 111, -1, -12, -39, 98, 0, -12, 39, 111, 1, -30, -73
595, 0, -27, -43, -68, 137, 15, 37, -67, 0, 15, -37, -68, -137, -27, 43, 489, 0, -10, 150, -70, -21, 140, 52, 15, 0, 140, -52, -70, 21, -10, -150
443, 0, 7, 110, -167, -16, -43, 76, 67, 0, -43, -76, -167, 16, 7, -110, 468, 0, -10, -63, -81, -1, -10, -33, -178, 0, -10, 33, -81, 1, -10, 63
412, 0, -44, -18, 63, 179, 16, 24, -106, 0, 16, -24, 63, -179, -44, 18, 470, 0, 30, 111, 69, 9, 90, 33, 136, 0, 90, -33, 69, -9, 30, -111
523, 0, 48, 55, -8, 27, 94, 137, 81, 0, 94, -137, -8, -27, 48, -55, 638, 0, 45, -77, -25, 175, 19, 45, -4, 0, 19, -45, -25, -175, 45, 77
584, 0, -45, 11, -103, -5, 45, -31, -178, 0, 45, 31, -103, 5, -45, -11, 469, 0, -66, -11, 27, 56, 32, 77, 73, 0, 32, -77, 27, -56, -66, 11
415, 0, -18, -34, -59, -90, -60, -114, -45, 0, -60, 114, -59, 90, -18, 34, 681, 0, -2, -67, -71, -10, 28, -91, -31, 0, 28, 91, -71, 10, -2, 67
529, 0, -73, 92, 9, -54, 109, -74, 21, 0, 109, 74, 9, 54, -73, -92, 558, 0, 37, -55, -9, 57, -153, 63, 116, 0, -153, -63, -9, -57, 37, 55
361, 0, -115, 68, 44, -129, -47, -14, 67, 0, -47, 14, 44, 129, -115, -68, 501, 0, -27, -18, -7, 90, 21, -54, 205, 0, 21, 54, -7, -90, -27, 18
519, 0, 49, -99, -22, 63, 11, 57, -27, 0, 11, -57, -22, -63, 49, 99, 522, 0, 7, -35, 193, -57, -79, -25, -108, 0, -79, 25, 193, 57, 7, 35
533, 0, 3, -44, 169, 24, -49, -88, -43, 0, -49, 88, 169, -24, 3, 44, 590, 0, -1, 59, -89, -79, -47, -7, -4, 0, -47, 7, -89, 79, -1, -59
518, 0, 62, -118, 30, -56, 46, -74, -18, 0, 46, 74, 30, 56, 62, 118, 407, 0, -17, -49, -107, 54, 45, -95, 127, 0, 45, 95, -107, -54, -17, 49
495, 0, -61, 82, 75, 6, -25, 110, -17, 0, -25, -110, 75, -6, -61, -82, 437, 0, 27, 32, -19, 182, 23, -68, -27, 0, 23, 68, -19, -182, 27, -32
798, 0, 24, 39, 20, 74, 52, 11, 2, 0, 52, -11, 20, -74, 24, -39, 448, 0, 112, -63, 44, 28, -56, -43, -48, 0, -56, 43, 44, -28, 112, 63
451, 0, -66, 12, 30, -85, 78, -64, -119, 0, 78, 64, 30, 85, -66, -12, 329, 0, 16, -16, 30, 69, 136, -44, -77, 0, 136, 44, 30, -69, 16, 16
264, 0, 67, 105, -67, 73, -29, 17, 2, 0, -29, -17, -67, -73, 67, -105, 337, 0, -79, -14, -17, -12, -35, 66, -59, 0, -35, -66, -17, 12, -79, 14
482, 0, 50, 0, 54, 80, -68, -82, -90, 0, -68, 82, 54, -80, 50, 0, 653, 0, 45, -11, -78, 95, 101, 11, -69, 0, 101, -11, -78, -95, 45, 11
507, 0, -22, -50, -113, -124, 56, -6, -61, 0, 56, 6, -113, 124, -22, 50, 550, 0, -45, -110, -160, 60, -15, -110, 50, 0, -15, 110, -160, -60, -45, 110
508, 0, 25, 28, 42, -42, 39, -36, 176, 0, 39, 36, 42, 42, 25, -28, 397, 0, 25, 70, -71, -20, -27, -46, 205, 0, -27, 46, -71, 20, 25, -70
442, 0, 85, 152, -5, 29, 59, 50, 8, 0, 59, -50, -5, -29, 85, -152, 484, 0, -8, 68, 157, 39, 0, 134, -14, 0, 0, -134, 157, -39, -8, -68
280, 0, 11, 81, 9, -53, 43, 73, -6, 0, 43, -73, 9, 53, 11, -81, 645, 0, 83, -99, -32, 75, -25, -73, 63, 0, -25, 73, -32, -75, 83, 99
488, 0, -7, -67, -15, 61, 21, 13, 226, 0, 21, -13, -15, -61, -7, 67, 404, 0, 20, 25, -24, 46, -42, -81, 64, 0, -42, 81, -24, -46, 20, -25
626, 0, -6, 11, -40, 28, -140, -123, 18, 0, -140, 123, -40, -28, -6, -11, 414, 0, 125, 12, -144, 0, -7, -26, 190, 0, -7, 26, -144, 0, 125, -12
386, 0, 63, 0, 77, -65, -119, -94, 36, 0, -119, 94, 77, 65, 63, 0, 346, 0, 40, 75, -116, 68, 10, -27, 66, 0, 10, 27, -116, -68, 40, -75
516, 0, 133, -2, 148, -78, -87, 40, -64, 0, -87, -40, 148, 78, 133, 2, 513, 0, -27, 98, 185, 82, -31, 62, -47, 0, -31, -62, 185, -82, -27, -98
582, 0, 124, -100, -23, 65, 52, 18, -56, 0, 52, -18, -23, -65, 124, 100, 543, 0, -23, -107, -30, -13, 147, 81, -171, 0, 147, -81, -30, 13, -23, 107
591, 0, -22, 104, -86, 21, -70, -32, -147, 0, -70, 32, -86, -21, -22, -104, 670, 0, -110, -35, 42, -8, -24, -65, -78, 0, -24, 65, 42, 8, -110, 35
549, 0, 141, -68, 127, 94, 45, -28, -167, 0, 45, 28, 127, -94, 141, 68, 451, 0, -69, -87, 92, -1, 7, -89, 9, 0, 7, 89, 92, 1, -69, 87
485, 0, 16, -20, -20, 21, 2, -22, 263, 0, 2, 22, -20, -21, 16, 20, 595, 0, 70, 78, -82, -79, -6, 90, -63, 0, -6, -90, -82, 79, 70, -78
552, 0, -56, -106, 63, -59, 68, -84, -22, 0, 68, 84, 63, 59, -56, 106, 451, 0, -85, -14, -18, 17, -43, 134, 145, 0, -43, -134, -18, -17, -85, 14
455, 0, 38, -91, -102, 103, -22, -3, 5, 0, -22, 3, -102, -103, 38, 91, 522, 0, -183, -139, 60, -18, 39, 25, -10, 0, 39, -25, 60, 18, -183, 139
359, 0, 59, -30, -72, -37, -9, 84, -3, 0, -9, -84, -72, 37, 59, 30, 618, 0, -46, 71, 17, 79, 26, 9, 164, 0, 26, -9, 17, -79, -46, -71
601, 0, -47, 3, 82, -45, -23, -63, -81, 0, -23, 63, 82, 45, -47, -3, 502, 0, -10, 5, 78, 122, 60, -57, 74, 0, 60, 57, 78, -122, -10, -5
617, 0, -51, 18, -40, -21, 159, 6, -17, 0, 159, -6, -40, 21, -51, -18, 635, 0, 72, -21, -66, -113, -24, 87, -15, 0, -24, -87, -66, 113, 72, 21
463, 0, -3, -66, -101, 72, -13, -116, 35, 0, -13, 116, -101, -72, -3, 66, 441, 0, -45, -131, 96, 27, -21, -113, 27, 0, -21, 113, 96, -27, -45, 131
